accept_if_top1_prob_at_least,coverage,reject_ratio,accepted_top1_acc,accepted_top3_acc,accepted_mean_top1_prob,accepted_mean_top1_top2_margin
0.3,0.22804054054054054,0.7719594594594594,0.40641975308641975,0.7111111111111111,0.533571296097063,0.3697070213488618
0.4,0.14358108108108109,0.856418918918919,0.4674509803921569,0.7490196078431373,0.6462107786152943,0.4982104349227476
0.5,0.1063063063063063,0.8936936936936937,0.4915254237288136,0.7616525423728814,0.7162720038946171,0.5861384503448901
